RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1254,15699523,Chu,499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0
1260,15701265,Tretiakov,559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0
1261,15743532,Ball,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1
1262,15794870,Sal,744,Germany,Male,38,6,73023.17,2,1,0,78770.86,0
1268,15781586,Osonduagwuike,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0
1271,15671322,Chiang,724,Germany,Male,30,7,115315.04,1,1,0,15216.53,0
1273,15756539,Marshall,585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0
1277,15690182,Kapustin,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1
1290,15688880,Amechi,672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1
1291,15813917,Kirk,653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0
1300,15795166,Creswell,618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0
1304,15683930,Ch'iu,593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1
1306,15800434,Burgess,811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1
1311,15759317,Vasilieva,748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0
1320,15763612,T'an,756,Germany,Male,41,2,124439.49,2,0,1,47093.11,0
1325,15765537,Liang,687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0
1329,15574331,Alexeeva,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1
1332,15575417,Chou,849,Germany,Male,37,7,143452.74,2,1,1,17294.12,0
1334,15734942,Nnamutaezinwa,539,Germany,Female,38,8,82407.51,1,1,0,13123.41,0
1335,15664772,Greece,489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0
1338,15650889,Golubev,710,Germany,Female,30,10,133537.1,2,1,0,155593.74,0
1345,15691104,Kennedy,460,Germany,Female,40,6,119507.58,2,1,0,91560.63,1
1353,15596552,Stephens,535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1
1361,15694409,Tsao,647,Germany,Female,22,3,97975.82,2,0,1,62083.0,0
1363,15683841,Hamilton,555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0
1365,15719958,Degtyarev,850,Germany,Male,39,3,124548.99,2,1,1,120380.12,0
1368,15627232,Jibunoh,608,Germany,Male,44,7,114203.47,1,1,1,77830.36,1
1370,15722902,Chizuoke,652,Germany,Male,50,8,125437.64,1,1,1,17160.94,1
1374,15771942,Tikhonov,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1
1380,15571752,Romani,668,Germany,Female,32,10,92041.87,1,1,1,43595.9,0
1381,15743067,Fuller,625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0
1392,15787835,Simpson,775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1
1398,15754796,Byrne,487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1
1412,15693904,Chiang,685,Germany,Female,30,4,84958.6,2,0,1,194343.72,0
1413,15588986,Grant,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0
1414,15797733,Udobata,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0
1415,15620507,Siciliani,485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0
1416,15685150,Evans,799,Germany,Male,28,7,167658.33,2,1,1,111138.25,0
1418,15774166,Mitchell,607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0
1419,15649280,Lucchese,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0
1422,15742378,Swaim,520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0
1424,15589221,Kennedy,657,Germany,Male,30,1,139762.13,2,1,1,23317.88,0
1428,15799966,Chigolum,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1
1437,15646615,Muir,576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0
1439,15574068,Norman,504,Germany,Male,56,9,104217.3,1,0,0,55857.48,1
1441,15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1
1449,15585367,Diribe,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1
1450,15726556,Macgroarty,594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0
1456,15784280,Reilly,686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0
1463,15566211,Hsu,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1
1468,15681843,Barbour,624,Germany,Female,35,0,180303.24,2,1,0,163587.9,0
1470,15670374,Wright,819,Germany,Female,49,1,120656.86,4,0,0,166164.3,1
1471,15762332,Ulyanova,568,Germany,Female,31,1,61592.14,2,1,1,61796.64,0
1475,15598782,Pinto,755,Germany,Female,30,6,154221.37,2,0,1,62688.55,0
1480,15640260,Okorie,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0
1492,15634891,Jamison,504,Germany,Female,43,7,102365.49,1,1,0,194690.77,1
1496,15580845,Chienezie,685,Germany,Male,57,7,101868.51,1,0,1,113483.96,0
1499,15677049,O'Brien,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,0
1503,15660833,Flannery,796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0
1506,15798975,Doherty,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1
1508,15577274,Genovese,549,Germany,Female,43,3,134985.66,1,1,0,6101.41,0
1521,15786800,Gould,723,Germany,Male,52,5,131694.97,1,0,1,92873.5,1
1528,15668058,Chinwendu,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0
1533,15589660,Lamble,661,Germany,Female,32,1,145980.23,1,0,1,56636.28,0
1535,15782736,Jose,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1
1541,15605950,Onwuamaeze,530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0
1542,15812497,D'Albertis,654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0
1546,15673908,Chinweike,602,Germany,Female,42,6,158414.85,1,1,1,131886.46,0
1547,15727944,Simpkinson,701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0
1558,15706815,Samoylova,515,Germany,Male,37,2,90432.92,1,1,1,188366.04,1
1560,15671032,He,760,Germany,Male,42,0,77992.97,2,1,1,97906.38,0
1561,15634281,P'an,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0
1562,15766374,Leak,632,Germany,Male,42,4,119624.6,2,1,1,195978.86,0
1563,15600991,Artemieva,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1
1565,15742613,Warner,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0
1567,15651063,Ifeatu,524,Germany,Female,37,9,127480.58,2,1,0,179634.69,0
1570,15670823,Hsueh,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1
1575,15693018,Ermakova,678,Germany,Male,23,10,115563.71,1,1,1,91633.53,0
1580,15743976,Archer,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0
1582,15576517,Everingham,445,Germany,Female,34,7,131082.17,2,1,1,70618.0,0
1590,15617518,Hu,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0
1595,15576676,Serrano,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0
1597,15765520,Stevenson,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0
1599,15647842,Cunningham,601,Germany,Female,48,8,120782.7,1,1,0,63940.68,1
1604,15593470,Tu,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0
1606,15640865,Romano,636,Germany,Female,31,9,80844.69,2,1,1,74641.9,0
1607,15714080,Goliwe,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0
1612,15781553,Chung,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1
1614,15674811,Kellway,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0
1616,15722578,Spitzer,685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0
1621,15657386,Fiorentini,712,Germany,Male,43,1,141749.74,2,0,1,90905.26,0
1630,15595303,Johnston,736,Germany,Male,46,5,130812.91,1,1,1,77981.54,1
1631,15634950,Obiajulu,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,1
1640,15723053,T'ang,504,Germany,Male,32,8,170291.22,2,0,1,15658.99,0
1646,15600110,Endrizzi,506,Germany,Female,41,3,57745.76,1,1,0,4035.46,0
1647,15651533,Brown,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,1
1649,15655574,Okeke,698,Germany,Female,40,8,150777.1,1,1,0,114732.62,0
1657,15575409,Rozhkova,581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0
1658,15752342,Bradley,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1
1662,15806447,Mazzanti,690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0
1663,15800229,Thorpe,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0
1664,15663441,Golibe,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1
1672,15586880,P'eng,594,Germany,Male,41,2,122545.65,2,1,1,42050.24,0
1674,15780835,Liang,652,Germany,Female,26,1,131908.35,1,1,1,179269.79,0
1675,15675896,Gough,680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1
1686,15713826,Ferguson,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1
1697,15700255,Robson,814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0
1699,15807595,Ijendu,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0
1700,15664523,Colombo,696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0
1704,15750466,Rhodes,790,Germany,Male,42,1,85839.62,1,1,0,198182.73,0
1712,15617603,Mackay,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0
1715,15738828,Milano,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0
1716,15778025,Dellucci,685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0
1721,15725024,Pope,805,Germany,Female,33,3,105663.56,2,0,1,33330.89,0
1725,15612627,Ozuluonye,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0
1726,15574879,Wright,631,Germany,Female,37,2,121801.72,2,0,1,23146.62,0
1727,15745107,Lung,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0
1734,15752508,Docherty,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0
1735,15808846,Horton,672,Germany,Female,21,3,165878.76,2,1,1,164537.17,0
1737,15663489,Onio,633,Germany,Female,29,0,138577.34,1,1,0,193362.99,0
1743,15578603,Alexeieva,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1
1748,15659486,Yudina,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
1749,15568963,Naquin,674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1
1751,15569410,Tang,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0
1753,15724466,Swearingen,744,Germany,Female,41,2,84113.41,1,1,0,197548.63,0
1755,15802501,Onyeorulu,724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0
1758,15704763,Kozlova,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1
1759,15645544,Nekrasov,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0
1766,15770101,Millar,766,Germany,Male,43,6,112088.04,2,1,1,36706.56,0
1770,15684267,Davila,607,Germany,Male,39,2,84468.67,2,1,1,121945.42,0
1773,15756471,Giles,656,Germany,Male,27,4,118627.16,2,1,1,160835.3,0
1786,15589380,Fraser,713,Germany,Male,40,3,114446.84,2,1,1,87308.18,0
1791,15625641,Forbes,697,Germany,Female,74,3,108071.36,2,1,1,16445.79,0
1796,15757648,Marshall,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0
1798,15764170,Pinto,647,Germany,Male,44,4,93960.35,1,1,0,36579.53,1
1806,15607381,King,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0
1813,15595221,Trevisano,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0
1815,15613471,Wiley,579,Germany,Male,31,2,90547.48,2,1,1,18800.13,0
1818,15804075,Chuang,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
1824,15711219,Jennings,788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1
1826,15678727,Tan,770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1
1827,15573893,Barry,569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0
1830,15605275,Ofodile,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1
1834,15804394,Brenan,663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1
1836,15583718,Terry,696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0
1839,15758813,Campbell,350,Germany,Male,39,0,109733.2,2,0,0,123602.11,1
1849,15685844,White,518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0
1851,15587581,Russo,785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0
1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
1862,15786852,Nwachukwu,565,Germany,Female,38,2,158651.29,2,1,1,179445.28,0
1870,15597909,Johnstone,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0
1874,15766686,Nebechi,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0
1877,15664754,Steele,640,Germany,Male,39,9,131607.28,4,0,1,6981.43,1
1881,15811314,Y?,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0
1884,15670602,Burgess,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0
1893,15773487,Conway,634,Germany,Female,31,8,76798.92,1,0,0,196021.73,0
1899,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1
1906,15566843,Gotch,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0
1913,15576644,Lin,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1
1914,15750264,Pinto,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1
1918,15699772,Barclay,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1
1928,15647782,Brown,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0
1929,15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1
1931,15627262,Soto,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,0
1934,15815560,Bogle,666,Germany,Male,74,7,105102.5,1,1,1,46172.47,0
1935,15584930,Grimmett,726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0
1937,15810457,Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0
1941,15659651,Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
1944,15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0
1947,15698321,Yobanna,648,Germany,Male,34,3,95039.73,2,1,1,147055.87,0
1953,15781884,Knox,624,Germany,Male,27,9,94667.29,2,0,1,4470.52,0
1956,15779176,Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1
1964,15771139,Douglas,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0
1967,15638463,Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0
1979,15792329,Mao,494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0
1987,15772601,Lu,845,Germany,Female,41,2,81733.74,2,0,0,199761.29,0
1992,15570859,Froggatt,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0
1994,15787189,Tai,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1
2000,15567399,Enderby,633,Germany,Male,43,3,144164.29,1,1,1,158646.46,0
2005,15729970,Ugochukwu,684,Germany,Male,29,8,127269.75,1,0,1,79495.01,0
2006,15725835,West,785,Germany,Female,32,3,124493.03,2,0,1,52583.79,1
2008,15727384,Chukwuemeka,705,Germany,Female,43,10,146547.78,1,0,1,10072.55,1
2010,15732917,Li,729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1
2014,15742238,Dellucci,705,Germany,Male,35,4,136496.12,2,1,0,116672.02,0
2016,15715297,Yuan,779,Germany,Female,40,2,75470.23,1,1,1,52894.01,0
2019,15696703,Dean,691,Germany,Male,27,3,160358.68,2,1,0,142367.72,0
2021,15565779,Kent,627,Germany,Female,30,6,57809.32,1,1,0,188258.49,0
2022,15795519,Vasiliev,716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0
2023,15761477,Golibe,501,Germany,Male,24,4,130806.42,2,1,0,80241.14,0
2033,15658716,Banks,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1
2035,15634262,Fantin,709,Germany,Male,34,4,148375.19,2,1,1,21521.38,0
2040,15595831,Shen,579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0
2043,15635459,Shih,667,Germany,Female,27,3,106116.5,2,1,0,3674.71,0
2047,15733429,Chou,520,Germany,Male,34,8,120018.86,2,1,1,343.38,0
2053,15644765,Ashton,689,Germany,Male,26,4,120727.97,1,0,1,149073.88,0
2056,15705991,Kenenna,469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0
2062,15710295,Patrick,445,Germany,Female,38,6,119413.62,2,1,0,175756.36,0
2063,15724443,Taylor,703,Germany,Female,29,3,122084.63,1,0,1,82824.08,0
2064,15571305,Stephenson,588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1
2067,15772262,Vavilov,545,Germany,Male,37,9,110483.86,1,1,1,127394.67,0
2070,15790379,Rowe,629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0
2075,15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1
2076,15741385,Gallop,710,Germany,Male,45,9,108231.37,1,1,1,188574.08,0
2082,15809143,White,456,Germany,Male,32,9,133060.63,1,1,1,125167.92,0
2086,15687477,Thompson,594,Germany,Male,28,5,185013.02,1,1,0,16481.12,0
2089,15615020,Nnaife,595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0
2096,15673578,Page,611,Germany,Female,40,7,128486.91,2,1,0,10109.47,0
2103,15802351,Beers,755,Germany,Female,33,6,90560.3,2,1,1,42607.69,0
2107,15659931,Ibezimako,637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1
2109,15634949,Hay,593,Germany,Male,74,5,161434.36,2,1,1,65532.17,0
2111,15795990,Lumholtz,722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1
2114,15686255,Mouzon,738,Germany,Male,35,6,101744.84,1,0,0,85185.44,0
2116,15718893,Pirozzi,404,Germany,Female,54,4,125456.07,1,1,0,83715.66,1
2121,15651554,Anenechukwu,618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1
2124,15723320,Azubuike,651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0
2128,15703482,Walker,710,Germany,Male,34,9,134260.36,2,1,0,147074.67,0
2136,15704284,Ekechukwu,736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1
2155,15721426,Milne,606,Germany,Male,65,10,126306.64,3,0,0,7861.68,1
2162,15569678,Cocci,561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0
2169,15805260,Wood,705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1
2170,15621629,Scott,773,Germany,Male,43,8,81844.91,2,1,1,35908.46,0
2172,15747174,Hao,526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0
2173,15651585,Power,661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0
2176,15769254,Tuan,757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0
2182,15738605,Fischer,634,Germany,Female,46,5,123642.36,1,1,1,49725.16,1
2187,15762169,Bergman,556,Germany,Male,37,9,145018.64,2,1,0,90928.02,1
2191,15609998,Okwudilichukwu,700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1
2197,15791700,Ugochukwutubelum,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1
2211,15769917,Onyekachi,673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0
2213,15770974,Nwabugwu,741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0
2214,15803749,DeRose,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1
2220,15610056,Dufresne,631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0
2221,15806049,Lee,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0
2222,15736069,Hsing,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1
2223,15763662,Longo,711,Germany,Male,43,2,39043.29,2,1,1,175423.69,0
2226,15774098,Grant,701,Germany,Male,38,3,125385.49,2,0,1,52044.66,0
2237,15712849,Tung,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
2241,15670345,Mazzi,785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0
2242,15633112,Madukaego,681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1
2243,15714397,Trentino,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0
2248,15785485,Zhou,595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0
2253,15604782,Tan,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0
2262,15681402,Ngozichukwuka,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0
2267,15629323,Kelechi,617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1
2272,15703588,Palerma,665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0
2273,15570835,Fallaci,491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1
2282,15778320,Teng,848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0
2285,15766765,Obiuto,664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0
2286,15783615,Ramos,630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1
2287,15640161,Calabrese,618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0
2297,15582714,Napolitani,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1
2299,15614034,Martin,607,Germany,Male,61,2,164523.5,2,1,1,35786.76,0
2300,15763171,Hu,650,Germany,Female,25,2,114330.95,1,1,1,25325.07,0
2308,15732020,Rutherford,610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0
2309,15611029,Hsiung,488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0
2310,15621210,Angelo,599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1
2314,15644621,Mironova,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0
2317,15624388,Henderson,649,Germany,Female,50,5,155393.32,1,1,1,87351.42,1
2320,15681446,Sun,636,Germany,Female,37,9,157098.52,1,1,1,153535.27,0
2321,15775888,McDonald,593,Germany,Female,38,5,85626.6,1,1,1,125079.65,0
2322,15749019,Wong,545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0
2332,15614929,Cheng,508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0
2336,15581440,Christie,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1
2340,15647975,Vida,651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0
2341,15595728,Thomas,523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1
2344,15765902,Gibson,706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0
2345,15642345,Y?,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1
2347,15706163,Enyinnaya,518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1
2348,15746708,Ritchie,589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1
2350,15787907,Wang,719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1
2351,15646764,Lorenzo,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1
2355,15669342,Ferri,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0
2357,15614934,McEwan,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0
2360,15644896,Thompson,663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0
2361,15670205,Boyd,518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0
2362,15635776,Trevisani,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0
2363,15791053,Lucciano,709,Germany,Male,45,4,122917.71,1,1,1,11.58,1
2366,15751057,Douglas,701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0
2368,15682600,Lo,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1
2373,15578297,Ebelegbulam,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1
2389,15778395,McIntyre,762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1
2391,15599251,Chung,602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0
2394,15657342,Dawson,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1
2400,15672516,Wall,541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0
2401,15607827,Nebechukwu,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0
2405,15809286,Burke,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1
2408,15579130,Chidiegwu,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1
2410,15735522,Boulger,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0
2412,15739502,Amaechi,549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0
2414,15604073,Bibi,815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0
2422,15574842,Lorenzo,653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0
2428,15661821,Johnstone,798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1
2431,15689351,Johnson,742,Germany,Female,41,4,92805.72,1,0,1,73743.95,1
2433,15769064,Marshall,537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1
2436,15661734,Taylor,608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0
2439,15792525,Lei,628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1
2445,15572461,Kung,663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0
2449,15667458,L?,764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0
2450,15567980,Frater,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1
2455,15636089,Hs?,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1
2461,15726403,Glenny,660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1
2465,15725818,Chibuzo,583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0
2467,15719809,Endrizzi,516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0
2470,15630617,Lo Duca,727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1
2472,15595537,Trout,626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0
2474,15679249,Chou,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1
2477,15617136,Mazzanti,451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0
2481,15803790,Allen,638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0
2491,15633141,Robinson,696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0
2493,15778155,T'ien,520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1
2496,15666548,Chung,466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1
2502,15753370,McDonald,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0
2506,15720284,Crawford,607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0
2512,15693267,Dickson,679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0
2515,15598175,Toscani,592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0
2518,15577064,Onyekaozulu,592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0
2521,15751561,Meng,498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1
2522,15739068,Nwoye,638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0
2532,15752300,Sagese,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0
2535,15803804,Walker,717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0
